"Entity DCID","Entity properties isoCode","Entity properties name","Variable DCID","Variable observation date","Variable observation metadata importName","Variable observation metadata provenanceUrl","Variable observation metadata scalingFactor","Variable observation metadata unit","Variable observation metadata unitDisplayName","Variable observation value","Variable properties name"
"geoId/50023955100","","Census Tract 9551, Washington County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",4020,"Total population"
"geoId/50023955200","","Census Tract 9552, Washington County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",4441,"Total population"
"geoId/50023955300","","Census Tract 9553, Washington County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",4110,"Total population"
"geoId/50023955400","","Census Tract 9554, Washington County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",3864,"Total population"
"geoId/50023955501","","","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",2333,"Total population"
"geoId/50023955502","","","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",4555,"Total population"
"geoId/50023955600","","Census Tract 9556, Washington County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1678,"Total population"
"geoId/50023955700","","Census Tract 9557, Washington County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1825,"Total population"
"geoId/50023955800","","Census Tract 9558, Washington County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1263,"Total population"
"geoId/50025967000","","Census Tract 9670, Windham County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",2864,"Total population"
"geoId/50025967100","","Census Tract 9671, Windham County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1964,"Total population"
"geoId/50025967200","","Census Tract 9672, Windham County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",3721,"Total population"
"geoId/50025967300","","Census Tract 9673, Windham County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",2115,"Total population"
"geoId/50025967400","","Census Tract 9674, Windham County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",887,"Total population"
"geoId/50025967500","","Census Tract 9675, Windham County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1356,"Total population"
"geoId/50025967600","","Census Tract 9676, Windham County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",3005,"Total population"
"geoId/50025967700","","Census Tract 9677, Windham County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",2612,"Total population"
"geoId/50025967800","","Census Tract 9678, Windham County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1630,"Total population"
"geoId/50025967900","","Census Tract 9679, Windham County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1212,"Total population"
"geoId/50025968000","","Census Tract 9680, Windham County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1844,"Total population"
"geoId/50025968100","","Census Tract 9681, Windham County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1352,"Total population"
"geoId/50025968200","","Census Tract 9682, Windham County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",2149,"Total population"
"geoId/50025968300","","Census Tract 9683, Windham County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",2190,"Total population"
"geoId/50025968400","","Census Tract 9684, Windham County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",3766,"Total population"
"geoId/50025968500","","Census Tract 9685, Windham County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",6031,"Total population"
"geoId/50025968600","","Census Tract 9686, Windham County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",2355,"Total population"
"geoId/50025968700","","Census Tract 9687, Windham County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",4860,"Total population"
"geoId/50027965000","","Census Tract 9650, Windsor County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",3628,"Total population"
"geoId/50027965100","","Census Tract 9651, Windsor County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",2765,"Total population"
"geoId/50027965400","","Census Tract 9654, Windsor County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",4288,"Total population"
"geoId/50027965501","","Census Tract 9655.01, Windsor County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",3196,"Total population"
"geoId/50027965502","","Census Tract 9655.02, Windsor County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",2872,"Total population"
"geoId/50027965600","","Census Tract 9656, Windsor County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",4645,"Total population"
"geoId/50027965700","","Census Tract 9657, Windsor County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",3462,"Total population"
"geoId/50027965800","","Census Tract 9658, Windsor County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",3025,"Total population"
"geoId/50027965901","","","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1575,"Total population"
"geoId/50027965902","","","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1802,"Total population"
"geoId/50027966000","","Census Tract 9660, Windsor County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",3552,"Total population"
"geoId/50027966100","","Census Tract 9661, Windsor County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",2843,"Total population"
"geoId/50027966200","","Census Tract 9662, Windsor County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1710,"Total population"
"geoId/50027966300","","Census Tract 9663, Windsor County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1916,"Total population"
"geoId/50027966501","","","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",2998,"Total population"
"geoId/50027966502","","","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1404,"Total population"
"geoId/50027966600","","Census Tract 9666, Windsor County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",4885,"Total population"
"geoId/50027966700","","Census Tract 9667, Windsor County, Vermont","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",4203,"Total population"
"geoId/50027966800","","","Count_Person","2023","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",3199,"Total population"
